"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality"""
0.170212766;0.278787879;0.228915663;0.099056604;0.063829787;0.125;0.238848921;0.206349206;0.398148148;0.138888889;0.454545455;0.666666667
0.212765957;0.218181818;0.253012048;0.04245283;0.097264438;0.296875;0.296402878;0.349206349;0.675925926;0.319444444;0.363636364;0.833333333
0.29787234;0.715151515;0.084337349;0.033018868;0.17325228;0.171875;0.428776978;0.404761905;0.287037037;0.361111111;0.145454545;0.333333333
0.191489362;0.23030303;0.246987952;0.023584906;0.106382979;0.1015625;0.353956835;0.515873016;0.62962963;0.305555556;0.272727273;0.5
0.234042553;0.206060606;0.192771084;0.386792453;0.088145897;0.4140625;0.650359712;0.547619048;0.472222222;0.347222222;0.345454545;0.5
0.223404255;0.193939394;0.210843373;0.009433962;0.106382979;0.25;0.365467626;0.349206349;0.657407407;0.263888889;0.272727273;0.5
0.234042553;0.242424242;0.234939759;0.372641509;0.103343465;0.2265625;0.351079137;0.595238095;0.592592593;0.388888889;0.363636364;0.5
0.276595745;0.23030303;0.289156627;0.014150943;0.09118541;0.109375;0.325179856;0.222222222;0.416666667;0.333333333;0.563636364;0.5
0.255319149;0.290909091;0.21686747;0.056603774;0.048632219;0.265625;0.273381295;0.158730159;0.333333333;0.638888889;0.690909091;0.666666667
0.393617021;0.193939394;0.234939759;0.452830189;0.082066869;0.1328125;0.353956835;0.698412698;0.425925926;0.388888889;0.272727273;0.5
0.372340426;0.072727273;0.204819277;0.014150943;0.075987842;0.03125;0.08057554;0.380952381;0.675925926;0.208333333;0.309090909;0.5
0.276595745;0.206060606;0.21686747;0.058962264;0.100303951;0.21875;0.233093525;0.26984127;0.416666667;0.263888889;0.418181818;0.5
0.14893617;0.048484848;0.204819277;0.033018868;0.085106383;0.3125;0.282014388;0.420634921;0.62962963;0.361111111;0.090909091;0.5
0.106382979;0.23030303;0.120481928;0.66745283;0.082066869;0.1484375;0.460431655;0.603174603;0.583333333;0.166666667;0.309090909;0.333333333
0.265957447;0.242424242;0.259036145;0.04245283;0.191489362;0.140625;0.299280576;0.150793651;0.416666667;0.236111111;0.781818182;0.333333333
0.180851064;0.375757576;0.138554217;0.216981132;0.103343465;0.171875;0.374100719;0.380952381;0.462962963;0.138888889;0.272727273;0.333333333
0.234042553;0.303030303;0.192771084;0.018867925;0.109422492;0.2734375;0.342446043;0.158730159;0.361111111;0.041666667;0.490909091;0.5
0.265957447;0.193939394;0.234939759;0.808962264;0.121580547;0.328125;0.374100719;0.896825397;0.435185185;0.152777778;0.018181818;0.333333333
0.265957447;0.193939394;0.234939759;0.808962264;0.121580547;0.328125;0.374100719;0.896825397;0.435185185;0.152777778;0.018181818;0.333333333
0.20212766;0.181818182;0.234939759;0.080188679;0.47112462;0.46875;0.4;0.404761905;0.342592593;0.152777778;0.163636364;0.5
0.20212766;0.193939394;0.234939759;0.099056604;0.474164134;0.46875;0.397122302;0.404761905;0.333333333;0.125;0.163636364;0.5
0.234042553;0.278787879;0.156626506;0.311320755;0.158054711;0.1953125;0.405755396;0.53968254;0.361111111;0.291666667;0.236363636;0.5
0.191489362;0.193939394;0.162650602;0.028301887;0.121580547;0.234375;0.382733813;0.380952381;0.444444444;0.430555556;0.181818182;0.5
0.20212766;0.181818182;0.156626506;0.028301887;0.130699088;0.234375;0.388489209;0.380952381;0.462962963;0.430555556;0.181818182;0.5
0.276595745;0.121212121;0.186746988;0.028301887;0.124620061;0.2734375;0.425899281;0.357142857;0.388888889;0.388888889;0.272727273;0.666666667
0.14893617;0.448484848;0.156626506;0.169811321;0.139817629;0.46875;0.538129496;0.428571429;0.490740741;0.375;0.236363636;0.166666667
0.14893617;0.460606061;0.15060241;0.169811321;0.14893617;0.4609375;0.541007194;0.420634921;0.472222222;0.375;0.236363636;0.333333333
0.234042553;0.278787879;0.156626506;0.311320755;0.158054711;0.1953125;0.405755396;0.53968254;0.361111111;0.291666667;0.236363636;0.5
0.223404255;0.133333333;0.210843373;0.198113208;0.151975684;0.2265625;0.376978417;0.507936508;0.574074074;0.319444444;0.236363636;0.333333333
0.255319149;0.133333333;0.186746988;0.037735849;0.136778116;0.21875;0.443165468;0.246031746;0.564814815;0.263888889;0.581818182;0.5
0.191489362;0.206060606;0.174698795;0.014150943;0.155015198;0.28125;0.302158273;0.222222222;0.555555556;0.458333333;0.454545455;0.666666667
0.14893617;0.096969697;0.198795181;0.014150943;0.121580547;0.140625;0.181294964;0.19047619;0.537037037;0.291666667;0.436363636;0.666666667
0.170212766;0.121212121;0.210843373;0.009433962;0.085106383;0.28125;0.256115108;0.198412698;0.527777778;0.138888889;0.436363636;0.5
0.212765957;0.145454545;0.355421687;0.004716981;0.395136778;0.2734375;0.325179856;0.349206349;0.287037037;0.180555556;0.109090909;0.5
0.223404255;0.206060606;0.210843373;0.023584906;0.066869301;0.203125;0.494964029;0.174603175;0.361111111;0.375;0.454545455;0.5
0.255319149;0.157575758;0.204819277;0.523584906;0.079027356;0.265625;0.558273381;0.603174603;0.324074074;0.347222222;0.2;0.5
0.127659574;0.133333333;0.156626506;0.547169811;0.094224924;0.3671875;0.368345324;0.682539683;0.518518519;0.152777778;0.072727273;0.5
0.191489362;0.363636364;0.090361446;0.179245283;0.082066869;0.171875;0.169784173;0.357142857;0.342592593;0.180555556;0.309090909;0.5
0.276595745;0.145454545;0.21686747;0.018867925;0.063829787;0.3203125;0.264748201;0.317460317;0.574074074;0.125;0.254545455;0.5
0.212765957;0.16969697;0.144578313;0.193396226;0.227963526;0.2109375;0.299280576;0.515873016;0.268518519;0.291666667;0.018181818;0.5
0.127659574;0.133333333;0.156626506;0.547169811;0.094224924;0.3671875;0.368345324;0.682539683;0.518518519;0.152777778;0.072727273;0.5
0.234042553;0.472727273;0.042168675;0.014150943;0.054711246;0.109375;0.379856115;0.19047619;0.259259259;0.125;0.363636364;0.333333333
0.191489362;0.363636364;0.090361446;0.179245283;0.082066869;0.171875;0.169784173;0.357142857;0.342592593;0.180555556;0.309090909;0.5
0.255319149;0.193939394;0.162650602;0.028301887;0.063829787;0.21875;0.296402878;0.325396825;0.37962963;0.291666667;0.327272727;0.5
0.14893617;0.327272727;0.018072289;0.018867925;0.142857143;0.203125;0.290647482;0.380952381;0.444444444;0.402777778;0.109090909;0.333333333
0.170212766;0.218181818;0.144578313;0.264150943;0.069908815;0.1875;0.302158273;0.134920635;0.444444444;0.333333333;0.745454545;0.666666667
0.20212766;0.206060606;0.078313253;0.018867925;0.072948328;0.609375;0.446043165;0.26984127;0.37037037;0.236111111;0.236363636;0.333333333
0.20212766;0.181818182;0.186746988;0.061320755;0.088145897;0.2109375;0.221582734;0.317460317;0.546296296;0.541666667;0.4;0.833333333
0.276595745;0.193939394;0.174698795;0.438679245;0.100303951;0.140625;0.247482014;0.603174603;0.361111111;0.138888889;0.181818182;0.333333333
0.14893617;0.23030303;0.259036145;0.330188679;0.118541033;0.3515625;0.647482014;0.555555556;0.333333333;0.361111111;0.090909091;0.5
0.212765957;0.266666667;0.138554217;0.179245283;0.133738602;0.37109375;0.631654676;0.571428571;0.537037037;0.486111111;0.181818182;0.333333333
0.127659574;0.23030303;0.168674699;0.188679245;0.139817629;0.21875;0.523741007;0.619047619;0.87962963;0.638888889;0.272727273;0.333333333
0.404255319;0.181818182;0.277108434;0.009433962;0.112462006;0.046875;0.152517986;0.436507937;0.194444444;0.333333333;0.109090909;0.5
0.20212766;0.181818182;0.186746988;0.061320755;0.088145897;0.2109375;0.221582734;0.317460317;0.546296296;0.541666667;0.4;0.833333333
0.276595745;0.193939394;0.174698795;0.438679245;0.100303951;0.140625;0.247482014;0.603174603;0.361111111;0.138888889;0.181818182;0.333333333
0.244680851;0.121212121;0.21686747;0.028301887;0.079027356;0.21875;0.195683453;0.095238095;0.481481481;0.166666667;0.763636364;0.666666667
0.234042553;0.290909091;0.204819277;0.023584906;0.075987842;0.1328125;0.143884892;0.206349206;0.527777778;0.555555556;0.636363636;0.666666667
0.276595745;0.121212121;0.180722892;0.377358491;0.142857143;0.1796875;0.241726619;0.595238095;0.185185185;0.430555556;0.145454545;0.333333333
0.20212766;0.557575758;0.168674699;0.216981132;0.130699088;0.140625;0.247482014;0.5;0.490740741;0.166666667;0.090909091;0.333333333
0.212765957;0.16969697;0.186746988;0.028301887;0.109422492;0.2421875;0.273381295;0.341269841;0.601851852;0.722222222;0.381818182;0.5
0.244680851;0.145454545;0.204819277;0.716981132;0.100303951;0.375;0.423021583;0.785714286;0.435185185;0.486111111;0.127272727;0.5
0.244680851;0.315151515;0.120481928;0.25;0.139817629;0.34375;0.417266187;0.476190476;0.398148148;0.236111111;0.272727273;0.333333333
0.265957447;0.16969697;0.180722892;0.349056604;0.09118541;0.3046875;0.541007194;0.634920635;0.546296296;0.291666667;0.181818182;0.5
0.244680851;0.424242424;0.36746988;0.518867925;0.085106383;0.3984375;0.391366906;0.698412698;0.342592593;0.277777778;0.036363636;0.333333333
0.244680851;0.436363636;0.373493976;0.518867925;0.082066869;0.3828125;0.382733813;0.706349206;0.351851852;0.291666667;0.036363636;0.5
0.255319149;0.375757576;0.379518072;0.481132075;0.082066869;0.40625;0.394244604;0.698412698;0.324074074;0.263888889;0.036363636;0.5
0.212765957;0.206060606;0.186746988;0.589622642;0.100303951;0.515625;0.526618705;0.682539683;0.444444444;0.319444444;0.218181818;0.5
0.244680851;0.424242424;0.36746988;0.518867925;0.085106383;0.3984375;0.391366906;0.698412698;0.342592593;0.277777778;0.036363636;0.333333333
0.244680851;0.436363636;0.373493976;0.518867925;0.082066869;0.3828125;0.382733813;0.706349206;0.351851852;0.291666667;0.036363636;0.5
0.255319149;0.375757576;0.379518072;0.481132075;0.082066869;0.40625;0.394244604;0.698412698;0.324074074;0.263888889;0.036363636;0.5
0.138297872;0.23030303;0.259036145;0.316037736;0.097264438;0.484375;0.644604317;0.563492063;0.351851852;0.305555556;0.090909091;0.333333333
0.223404255;0.193939394;0.198795181;0.04245283;0.054711246;0.34375;0.336690647;0.111111111;0.481481481;0.208333333;0.745454545;0.666666667
0.223404255;0.157575758;0.198795181;0.047169811;0.051671733;0.3515625;0.336690647;0.103174603;0.472222222;0.222222222;0.745454545;0.666666667
0.287234043;0.109090909;0.192771084;0.04245283;0.069908815;0.375;0.371223022;0.238095238;0.435185185;0.263888889;0.545454545;0.666666667
0.244680851;0.218181818;0.174698795;0.547169811;0.082066869;0.4609375;0.635971223;0.658730159;0.277777778;0.236111111;0.127272727;0.5
0.127659574;0.315151515;0.397590361;0.712264151;0.088145897;0.1796875;0.417266187;0.738095238;0.37037037;0.347222222;0.054545455;0.5
0.404255319;0.224242424;0.21686747;0.018867925;0.051671733;0.09375;0.175539568;0.214285714;0.194444444;0.152777778;0.527272727;0.666666667
0.531914894;0.339393939;0.277108434;0.45754717;0.063829787;0.0078125;0.184172662;0.555555556;0.138888889;0.069444444;0.290909091;0.166666667
0.127659574;0.315151515;0.397590361;0.712264151;0.088145897;0.1796875;0.417266187;0.738095238;0.37037037;0.347222222;0.054545455;0.5
0.276595745;0.206060606;0.222891566;0.599056604;0.130699088;0.3828125;0.497841727;0.706349206;0.240740741;0.263888889;0.109090909;0.333333333
0.244680851;0.048484848;0.192771084;0.41509434;0.112462006;0.4765625;0.411510791;0.603174603;0.611111111;0.222222222;0.163636364;0.333333333
0.127659574;0.157575758;0.144578313;0.533018868;0.100303951;0.40625;0.417266187;0.666666667;0.555555556;0.194444444;0.163636364;0.333333333
0.287234043;0.272727273;0.240963855;0.853773585;0.127659574;0.3203125;0.434532374;0.904761905;0.231481481;0.291666667;0.090909091;0.333333333
0.276595745;0.206060606;0.222891566;0.599056604;0.130699088;0.3828125;0.497841727;0.706349206;0.240740741;0.263888889;0.109090909;0.333333333
0.265957447;0.060606061;0.192771084;0.641509434;0.103343465;0.2421875;0.258992806;0.698412698;0.425925926;0.138888889;0.127272727;0.5
0.244680851;0.048484848;0.192771084;0.41509434;0.112462006;0.4765625;0.411510791;0.603174603;0.611111111;0.222222222;0.163636364;0.333333333
0.244680851;0.181818182;0.210843373;0.740566038;0.069908815;0.4453125;0.437410072;0.825396825;0.388888889;0.472222222;0.109090909;0.5
0.244680851;0.181818182;0.210843373;0.740566038;0.069908815;0.4453125;0.437410072;0.825396825;0.388888889;0.472222222;0.109090909;0.5
0.223404255;0.303030303;0.168674699;0.023584906;0.103343465;0.265625;0.483453237;0.325396825;0.490740741;0.486111111;0.327272727;0.333333333
0.180851064;0.109090909;0.325301205;0.363207547;0.197568389;0.4765625;0.414388489;0.579365079;0.138888889;0.194444444;0.054545455;0.5
0.255319149;0.23030303;0.277108434;0.846698113;0.106382979;0.328125;0.679136691;0.904761905;0.277777778;0.375;0.072727273;0.333333333
0.255319149;0.278787879;0.301204819;0.589622642;0.118541033;0.5078125;0.50647482;0.761904762;0.25;0.305555556;0.127272727;0.333333333
0.20212766;0.4;0.204819277;0.396226415;0.097264438;0.203125;0.376978417;0.650793651;0.444444444;0.361111111;0.109090909;0.333333333
0.20212766;0.4;0.204819277;0.396226415;0.097264438;0.203125;0.376978417;0.650793651;0.444444444;0.361111111;0.109090909;0.333333333
0.074468085;0.490909091;0;0.033018868;0.145896657;0.0390625;0.241726619;0.428571429;0.824074074;0.208333333;0.218181818;0.166666667
0.127659574;0.278787879;0.144578313;0.117924528;0.072948328;0.171875;0.356834532;0.222222222;0.527777778;0.263888889;0.509090909;0.5
0.234042553;0.072727273;0.240963855;0.04245283;0.054711246;0.1015625;0.189928058;0.198412698;0.416666667;0.236111111;0.6;0.5
0.255319149;0.278787879;0.301204819;0.589622642;0.118541033;0.5078125;0.50647482;0.761904762;0.25;0.305555556;0.127272727;0.333333333
0.265957447;0.290909091;0.289156627;0.589622642;0.130699088;0.421875;0.509352518;0.761904762;0.277777778;0.347222222;0.127272727;0.333333333
0.117021277;0.339393939;0.024096386;0.231132075;0.088145897;0.140625;0.195683453;0.380952381;0.444444444;0.361111111;0.309090909;0.333333333
0.319148936;0.193939394;0.192771084;0.537735849;0.112462006;0.3046875;0.342446043;0.777777778;0.25;0.402777778;0.054545455;0.333333333
0.276595745;0.096969697;0.186746988;0.285377358;0.127659574;0.21875;0.322302158;0.523809524;0.509259259;0.125;0.218181818;0.333333333
0.223404255;0.133333333;0.168674699;0.198113208;0.124620061;0.0859375;0.365467626;0.523809524;0.509259259;0.152777778;0.109090909;0.5
0.170212766;0.060606061;0.28313253;0.037735849;0.227963526;0.2890625;0.4;0.333333333;0.435185185;0.152777778;0.236363636;0.5
0.20212766;0.133333333;0.21686747;0.014150943;0.027355623;0.46875;0.356834532;0.206349206;0.490740741;0.319444444;0.454545455;0.5
0.276595745;0.375757576;0.138554217;0.29245283;0.048632219;0.203125;0.307913669;0.428571429;0.37037037;0.236111111;0.363636364;0.333333333
0.180851064;0.193939394;0.192771084;0.320754717;0.063829787;0.3515625;0.529496403;0.571428571;0.657407407;0.402777778;0.218181818;0.666666667
0.138297872;0.266666667;0.337349398;0.094339623;0.082066869;0.34375;0.460431655;0.301587302;0.518518519;0.444444444;0.436363636;0.666666667
0.138297872;0.266666667;0.337349398;0.089622642;0.088145897;0.3359375;0.474820144;0.301587302;0.527777778;0.444444444;0.436363636;0.5
0.095744681;0.218181818;0.15060241;0.452830189;0.009118541;0.03125;0.109352518;0.428571429;0.601851852;0.166666667;0.381818182;0.333333333
0.180851064;0.193939394;0.192771084;0.320754717;0.063829787;0.3515625;0.529496403;0.571428571;0.657407407;0.402777778;0.218181818;0.666666667
0.180851064;0.418181818;0.240963855;0.580188679;0.063829787;0.4375;0.638848921;0.738095238;0.453703704;0.444444444;0.090909091;0.333333333
0.191489362;0.193939394;0.162650602;0.70754717;0.054711246;0.3359375;0.486330935;0.761904762;0.462962963;0.361111111;0.127272727;0.333333333
0.212765957;0.23030303;0.13253012;0.344339623;0.051671733;0.40625;0.529496403;0.595238095;0.416666667;0.375;0.072727273;0.333333333
0.20212766;0.23030303;0.186746988;0.702830189;0.05775076;0.3203125;0.460431655;0.738095238;0.481481481;0.430555556;0.2;0.333333333
0.361702128;0.181818182;0.240963855;0.018867925;0.030395137;0.2578125;0.29352518;0.26984127;0.351851852;0.180555556;0.4;0.5
0.244680851;0.351515152;0.403614458;0.45754717;0.085106383;0.359375;0.391366906;0.706349206;0.388888889;0.263888889;0.036363636;0.333333333
0.212765957;0.133333333;0.21686747;0.051886792;0.054711246;0.2109375;0.221582734;0.246031746;0.37962963;0.402777778;0.418181818;0.666666667
0.35106383;0.242424242;0.234939759;0.051886792;0.036474164;0.1171875;0.172661871;0.293650794;0.453703704;0.375;0.6;0.5
0.159574468;0.278787879;0.204819277;0.066037736;0.085106383;0.1328125;0.166906475;0.325396825;0.518518519;0.25;0.309090909;0.333333333
0.244680851;0.351515152;0.403614458;0.45754717;0.085106383;0.359375;0.391366906;0.706349206;0.388888889;0.263888889;0.036363636;0.333333333
0.329787234;0.157575758;0.240963855;0.018867925;0.066869301;0.2734375;0.25323741;0.26984127;0.435185185;0.402777778;0.418181818;0.5
0.393617021;0.157575758;0.246987952;0.16509434;0.05775076;0.1640625;0.230215827;0.484126984;0.407407407;0.388888889;0.218181818;0.5
0.35106383;0.145454545;0.240963855;0.056603774;0.060790274;0.125;0.195683453;0.277777778;0.351851852;0.402777778;0.490909091;0.5
0.159574468;0.212121212;0.222891566;0.014150943;0.069908815;0.265625;0.273381295;0.150793651;0.240740741;0.194444444;0.436363636;0.5
0.085106383;0.096969697;0.162650602;0.028301887;0.082066869;0.390625;0.428776978;0.253968254;0.5;0.166666667;0.290909091;0.5
0.170212766;0.624242424;0.084337349;0.20754717;0.124620061;0.09375;0.224460432;0.515873016;0.592592593;0.152777778;0.090909091;0.166666667
0.159574468;0.315151515;0.198795181;0.179245283;0.051671733;0.125;0.175539568;0.246031746;0.592592593;0.458333333;0.636363636;0.666666667
0.223404255;0.206060606;0.180722892;0.155660377;0.112462006;0.15625;0.279136691;0.428571429;0.231481481;0.180555556;0.163636364;0.5
0.329787234;0.16969697;0.228915663;0.339622642;0.079027356;0.3359375;0.382733813;0.380952381;0.351851852;0.097222222;0.545454545;0.666666667
0.29787234;0.121212121;0.277108434;0.443396226;0.11550152;0.4296875;0.33381295;0.650793651;0.37037037;0.25;0.254545455;0.5
0.223404255;0.206060606;0.180722892;0.155660377;0.112462006;0.15625;0.279136691;0.428571429;0.231481481;0.180555556;0.163636364;0.5
0.255319149;0.121212121;0.246987952;0.018867925;0.094224924;0.296875;0.224460432;0.261904762;0.37037037;0.277777778;0.345454545;0.333333333
0.361702128;0.181818182;0.240963855;0.316037736;0.097264438;0.0703125;0.164028777;0.634920635;0.296296296;0.819444444;0.218181818;0.5
0.276595745;0.193939394;0.253012048;0.622641509;0.14893617;0.3515625;0.515107914;0.738095238;0.138888889;0.236111111;0.072727273;0.5
0.276595745;0.193939394;0.253012048;0.622641509;0.14893617;0.3515625;0.515107914;0.738095238;0.138888889;0.236111111;0.072727273;0.5
0.138297872;0.290909091;0.144578313;0.033018868;0.05775076;0.2734375;0.302158273;0.095238095;0.509259259;0.236111111;0.709090909;0.666666667
0.042553191;0.436363636;0.024096386;0.028301887;0.05775076;0.3125;0.287769784;0.063492063;0.574074074;0.111111111;0.654545455;0.833333333
0.042553191;0.436363636;0.024096386;0.028301887;0.05775076;0.3125;0.287769784;0.063492063;0.574074074;0.111111111;0.654545455;0.833333333
0.138297872;0.290909091;0.144578313;0.033018868;0.05775076;0.2734375;0.302158273;0.095238095;0.509259259;0.236111111;0.709090909;0.666666667
0.170212766;0.16969697;0.337349398;0.646226415;0.11550152;0.1875;0.402877698;0.746031746;0.222222222;0.208333333;0.109090909;0.333333333
0.159574468;0.339393939;0.180722892;0.188679245;0.097264438;0.0859375;0.189928058;0.365079365;0.5;0.194444444;0.381818182;0.333333333
0.276595745;0.193939394;0.253012048;0.622641509;0.14893617;0.3515625;0.515107914;0.738095238;0.138888889;0.236111111;0.072727273;0.5
0.20212766;0.193939394;0.210843373;0.580188679;0.100303951;0.4765625;0.535251799;0.666666667;0.37962963;0.347222222;0.181818182;0.333333333
0.234042553;0.181818182;0.21686747;0.575471698;0.103343465;0.5390625;0.454676259;0.682539683;0.388888889;0.333333333;0.236363636;0.333333333
0.382978723;0.23030303;0.277108434;0.372641509;0.094224924;0.28125;0.512230216;0.698412698;0.37037037;0.472222222;0.2;0.5
0.20212766;0.460606061;0.108433735;0.075471698;0.051671733;0.171875;0.227338129;0.079365079;0.314814815;0.263888889;0.745454545;0.666666667
0.287234043;0.254545455;0.186746988;0.384433962;0.11550152;0.1328125;0.379856115;0.650793651;0.314814815;0.402777778;0.145454545;0.333333333
0.531914894;0.412121212;0.289156627;0.426886792;0.051671733;0.015625;0.261870504;0.571428571;0.12037037;0.055555556;0.272727273;0.333333333
0.244680851;0.266666667;0.277108434;0.033018868;0.14893617;0.203125;0.328057554;0.158730159;0.351851852;0.402777778;0.763636364;0.5
0.329787234;0.133333333;0.271084337;0.033018868;0.085106383;0.109375;0.221582734;0.246031746;0.361111111;0.194444444;0.454545455;0.5
0.29787234;0.484848485;0.222891566;0;0.060790274;0.0078125;0.233093525;0.126984127;0.268518519;0.194444444;0.527272727;0.166666667
0.159574468;0.16969697;0.259036145;0.176886792;0.063829787;0.21875;0.31942446;0.253968254;0.564814815;0.111111111;0.545454545;0.666666667
0.287234043;0.23030303;0.186746988;0.797169811;0.103343465;0.234375;0.443165468;0.825396825;0.324074074;0.541666667;0.309090909;0.333333333
0.223404255;0.181818182;0.240963855;0.316037736;0.069908815;0.3671875;0.379856115;0.325396825;0.342592593;0.027777778;0.527272727;0.5
0.255319149;0.290909091;0.28313253;0.202830189;0.082066869;0.125;0.132374101;0.19047619;0.268518519;0.222222222;0.745454545;0.166666667
0.117021277;0.181818182;0.180722892;0.570754717;0.112462006;0.421875;0.434532374;0.682539683;0.5;0.194444444;0.163636364;0.333333333
0.127659574;0.715151515;0.042168675;0.018867925;0.130699088;0.046875;0.256115108;0.357142857;0.342592593;0.138888889;0.036363636;0.166666667
0.170212766;0.206060606;0.192771084;0.221698113;0.097264438;0.296875;0.451798561;0.507936508;0.416666667;0.597222222;0.127272727;0.5
0.170212766;0.303030303;0.186746988;0.221698113;0.094224924;0.3046875;0.443165468;0.515873016;0.416666667;0.569444444;0.145454545;0.5
0.244680851;0.315151515;0.090361446;0.018867925;0.109422492;0.453125;0.471942446;0.396825397;0.324074074;0.25;0.127272727;0.333333333
0.212765957;0.242424242;0.240963855;1;0.094224924;0.3515625;0.425899281;0.984126984;0.175925926;0.347222222;0.036363636;0.333333333
0.223404255;0.23030303;0.240963855;0.622641509;0.100303951;0.4765625;0.598561151;0.738095238;0.407407407;0.458333333;0.2;0.5
0.212765957;0.218181818;0.337349398;0.523584906;0.079027356;0.4765625;0.595683453;0.666666667;0.259259259;0.527777778;0.145454545;0.333333333
0.212765957;0.254545455;0.337349398;0.523584906;0.079027356;0.4921875;0.607194245;0.682539683;0.259259259;0.527777778;0.145454545;0.333333333
0.20212766;0.193939394;0.246987952;0.405660377;0.069908815;0.359375;0.423021583;0.53968254;0.351851852;0.5;0.254545455;0.5
0.117021277;0.266666667;0.138554217;0.160377358;0.063829787;0.3046875;0.287769784;0.301587302;0.37962963;0.347222222;0.454545455;0.333333333
0.212765957;0.545454545;0.210843373;0.141509434;0.051671733;0.1796875;0.258992806;0.158730159;0.481481481;0.444444444;0.763636364;0.833333333
0.180851064;0.242424242;0.168674699;0.363207547;0.09118541;0.3984375;0.549640288;0.603174603;0.324074074;0.402777778;0.072727273;0.166666667
0.191489362;0.242424242;0.168674699;0.363207547;0.106382979;0.40625;0.552517986;0.603174603;0.324074074;0.416666667;0.072727273;0.5
0.212765957;0.242424242;0.240963855;1;0.094224924;0.3515625;0.425899281;0.984126984;0.175925926;0.347222222;0.036363636;0.333333333
0.212765957;0.242424242;0.21686747;0.339622642;0.085106383;0.1953125;0.299280576;0.333333333;0.259259259;0.166666667;0.527272727;0.5
0.191489362;0.084848485;0.204819277;0.202830189;0.11550152;0.2421875;0.305035971;0.444444444;0.574074074;0.236111111;0.2;0.333333333
0.170212766;0.254545455;0.265060241;0.132075472;0.556231003;0.5625;0.46618705;0.444444444;0.259259259;0.222222222;0.109090909;0.333333333
0.170212766;0.266666667;0.271084337;0.127358491;0.547112462;0.5703125;0.463309353;0.444444444;0.259259259;0.194444444;0.109090909;0.5
0.170212766;0.254545455;0.265060241;0.132075472;0.547112462;0.5625;0.471942446;0.444444444;0.25;0.180555556;0.109090909;0.333333333
